Country_Region,first_1ConfirmedCases,first_1Fatalities,first_10ConfirmedCases,first_50ConfirmedCases,first_100ConfirmedCases,cases_growth,death_growth,Cardiovascular diseases (%),Cancers (%),"Diabetes, blood, & endocrine diseases (%)",Respiratory diseases (%),Liver disease (%),Diarrhea & common infectious diseases (%),Musculoskeletal disorders (%),HIV/AIDS and tuberculosis (%),Malaria & neglected tropical diseases (%),Nutritional deficiencies (%),pneumonia-death-rates,Share of deaths from smoking (%),alcoholic_beverages,animal_fats,animal_products,"aquatic_products,_other",cereals_-_excluding_beer,eggs,"fish,_seafood",fruits_-_excluding_wine,meat,milk_-_excluding_butter,miscellaneous,offals,oilcrops,pulses,spices,starchy_roots,stimulants,sugar_&_sweeteners,treenuts,vegetable_oils,vegetables,vegetal_products,hospital_beds_per10k,hospital_density,nbr_surgeons,nbr_obstetricians,nbr_anaesthesiologists,medical_doctors_per10k,school_closure,bcg_coverage,bcg_year_delta,population,median age,population growth rate,birth rate,death rate,net migration rate,maternal mortality rate,infant mortality rate,life expectancy at birth,total fertility rate,obesity - adult prevalence rate,school_shutdown_1case,school_shutdown_10case,school_shutdown_50case,school_shutdown_1death,FF_DayOfYear,case1_DayOfYear,case10_DayOfYear,case50_DayOfYear
Trinidad and Tobago,2020-03-14,2020-03-25,2020-03-21,2020-03-22,,0.06107517322824304,0.19444444444444445,18.26583337327853,10.222079222445732,16.8811510923,2.674168059259811,1.2221881037014608,2.70987159374,5.600620171347295,2.47505000468,0.23401890286489035,1.0553572021534372,20.10539431006402,8.91,54.0,85.0,608.0,0.0,1121.0,16.0,43.0,76.0,282.0,177.0,23.0,6.0,65.0,87.0,23.0,73.0,11.0,557.0,12.0,290.0,41.0,2435.0,30.0,,247.0,99.0,75.0,26.697,2020-03-14,,,73.9,37.8,-0.3,11.4,9.1,-5.4,67.0,20.1,73.9,1.7,18.6,-0.0,-7.0,-8.0,-11.0,85.0,74,81.0,82.0
Tunisia,2020-03-04,2020-03-19,2020-03-13,2020-03-20,2020-03-24,0.12650774228918973,0.15833333333333333,21.555933384089734,8.201980213078347,9.21029240676,3.68254524944601,0.9187256161512776,3.20420331059,8.976773432212024,0.4155523962830001,0.09364229607515236,0.6225239645485774,16.20762271552945,16.09,17.0,47.0,402.0,0.0,1661.0,27.0,24.0,135.0,117.0,181.0,2.0,5.0,36.0,70.0,17.0,60.0,11.0,350.0,51.0,490.0,164.0,3066.0,22.9,0.27,327.0,695.0,255.0,12.722000000000001,2020-03-16,97.0,5.0,76.3,32.7,0.85,15.9,6.4,-1.4,43.0,11.0,76.3,2.06,26.9,12.0,3.0,-4.0,-3.0,79.0,64,73.0,80.0
Turkey,2020-03-11,2020-03-17,2020-03-16,2020-03-18,2020-03-19,0.21401145919009787,0.2537865596105859,15.507205808014538,12.517462871437681,8.92843569068,5.795282334181263,0.7386352552536283,2.8182212968,9.863435568229027,0.202564479056,0.05598523657444002,0.9043443555986336,13.71736690377376,19.43,22.0,66.0,538.0,0.0,1366.0,30.0,9.0,162.0,151.0,278.0,2.0,5.0,49.0,122.0,21.0,91.0,7.0,309.0,76.0,620.0,154.0,3002.0,26.56,0.32,6104.0,6865.0,5983.0,17.605,2020-03-16,95.0,5.0,75.7,32.2,0.45,14.8,6.1,-4.3,17.0,15.8,75.7,1.96,32.1,5.0,-0.0,-2.0,-1.0,77.0,71,76.0,78.0
US,2020-03-10,2020-03-10,2020-03-10,2020-03-10,2020-03-10,0.16419421105004245,0.2797310648450042,15.48638110304088,14.57841756185009,7.7599797421000005,5.963347226711477,1.7382976515488309,2.2434704720700003,9.611193919669503,0.476042385736,0.06312365383724605,0.28476399390072754,15.866288638654867,15.02,161.0,98.0,1026.0,0.0,812.0,59.0,36.0,134.0,460.0,371.0,0.0,1.0,68.0,35.0,8.0,94.0,22.0,603.0,36.0,699.0,70.0,2740.0,29.0,,114679.0,40123.0,46446.0,25.948,2020-02-28,,,80.3,38.5,0.72,12.4,8.3,3.0,19.0,5.3,80.3,1.84,36.2,-11.0,-11.0,-11.0,-11.0,70.0,70,70.0,70.0
Uganda,2020-03-21,,2020-03-25,,,0.12673473869126042,,3.5228512017429616,4.3716867002172055,2.65077930623,1.5198471106090323,0.8632549114353625,17.619960881500003,1.6763968561065958,15.215428523699998,11.51627057888935,3.5410746113203864,80.36576828432558,2.35,77.0,8.0,165.0,0.0,594.0,3.0,21.0,286.0,64.0,65.0,1.0,4.0,73.0,239.0,1.0,375.0,1.0,114.0,0.0,198.0,21.0,1980.0,5.0,0.005,204.0,124.0,17.0,0.9079999999999999,2020-03-20,93.0,5.0,68.2,15.7,3.34,42.3,5.3,-3.5,375.0,32.6,68.2,5.54,5.3,-1.0,-5.0,,,,81,85.0,
Ukraine,2020-03-03,2020-03-13,2020-03-17,2020-03-22,2020-03-25,0.19567982389071217,0.2992123345064522,35.974467839143344,12.225489338132556,2.95839258808,2.1108171262031283,3.678523248041224,1.7775777301199998,5.214217043099373,2.42113690338,0.09422842720470488,0.2647562389875822,16.491498486313137,17.06,93.0,78.0,600.0,0.0,1219.0,55.0,21.0,70.0,205.0,233.0,1.0,7.0,2.0,18.0,2.0,241.0,11.0,411.0,13.0,246.0,110.0,2435.0,87.98,,,12745.0,,30.075,2020-03-12,39.0,5.0,72.9,41.2,-0.1,9.6,14.0,2.3,19.0,7.4,72.9,1.56,24.1,9.0,-5.0,-10.0,-1.0,73.0,63,77.0,82.0
United Arab Emirates,2020-01-29,2020-03-20,2020-02-22,2020-03-10,2020-03-18,0.16934433578310312,0.2833333333333333,11.278292575933467,7.944101298840108,8.79268249413,5.4328577803559295,0.7084667402785485,2.5718694761500003,9.565432003548725,0.39435391752300003,0.028202851934011237,0.6859532261852356,46.18986168715821,9.14,0.0,64.0,596.0,0.0,1409.0,29.0,41.0,176.0,248.0,207.0,16.0,8.0,64.0,253.0,40.0,26.0,7.0,370.0,78.0,236.0,95.0,2770.0,11.5,,,,,23.94400000000001,2020-03-08,96.0,5.0,79.0,38.4,1.49,9.5,2.0,7.6,3.0,5.3,79.0,1.73,31.7,39.0,15.0,-2.0,-12.0,80.0,29,53.0,70.0
United Kingdom,2020-01-31,2020-03-05,2020-02-24,2020-03-03,2020-03-05,0.1263042862247705,0.15902411322929016,14.392086903116555,18.266854401523968,4.2879307868800005,6.6779137018954655,1.4413366585100966,3.13413271912,11.434200154768055,0.14559045643500002,0.07898524312812531,0.5041462748755976,24.40412892475345,15.43,152.0,107.0,975.0,0.0,920.0,43.0,36.0,136.0,450.0,332.0,20.0,7.0,38.0,35.0,11.0,177.0,52.0,364.0,22.0,457.0,69.0,2453.0,27.58,,21684.0,12431.0,6080.0,28.058000000000003,2020-03-20,,,81.1,40.6,0.49,11.9,9.5,2.5,7.0,4.1,81.1,1.86,27.8,49.0,25.0,17.0,15.0,65.0,31,55.0,63.0
Uruguay,2020-03-14,2020-03-29,2020-03-17,2020-03-18,2020-03-21,0.06771865610447951,0.5,15.424930192421362,19.00615705678309,5.935960479319999,4.842926218663896,1.1553848805498441,3.2008382425999997,8.057047334695842,0.974250000782,0.04361986208188117,0.9001300251377256,24.228297933664226,14.39,85.0,68.0,768.0,0.0,1118.0,42.0,18.0,88.0,329.0,305.0,9.0,6.0,37.0,27.0,2.0,100.0,30.0,465.0,3.0,367.0,54.0,2384.0,28.0,0.41,400.0,600.0,330.0,50.498999999999995,2020-03-16,98.0,5.0,77.9,35.5,0.27,12.9,9.3,-0.9,17.0,7.8,77.9,1.77,27.9,2.0,-1.0,-2.0,-13.0,89.0,74,77.0,78.0
Uzbekistan,2020-03-15,2020-03-27,2020-03-17,2020-03-24,2020-03-28,0.15674007854023222,0.16666666666666666,26.112203832350502,6.382199122726152,6.080061071679999,2.1357751757347585,4.155906933686091,9.593004647919999,4.36558055634762,1.4798125412399998,0.2600309611201713,2.799799375748812,36.26387398526414,10.08,41.0,37.0,652.0,0.0,1500.0,25.0,4.0,134.0,213.0,363.0,2.0,10.0,6.0,0.0,1.0,98.0,4.0,103.0,13.0,272.0,195.0,2370.0,39.94,,,5549.0,,23.685,2020-03-16,99.0,5.0,74.8,30.1,0.88,16.1,5.4,-1.9,29.0,16.3,74.8,1.74,16.6,1.0,-1.0,-8.0,-11.0,87.0,75,77.0,84.0
Venezuela,2020-03-14,2020-03-27,2020-03-15,2020-03-21,2020-03-26,0.054473599076860967,0.36111111111111116,12.951493970008766,9.719899991234232,8.14697573045,2.8568465746068177,1.4005474928052466,4.729300922069999,4.950648909616419,1.6153961065899998,1.0230288605632158,0.6729156457572999,19.864598226943528,9.18,38.0,27.0,325.0,0.0,958.0,13.0,20.0,107.0,141.0,119.0,1.0,6.0,2.0,33.0,0.0,61.0,3.0,350.0,0.0,339.0,30.0,1922.0,8.0,,3411.0,2154.0,,19.24,2020-03-17,82.0,5.0,71.0,30.0,-0.18,17.9,7.5,-3.4,125.0,27.9,71.0,2.26,25.6,3.0,2.0,-4.0,-10.0,87.0,74,75.0,81.0
Vietnam,2020-01-23,,2020-02-06,2020-03-14,2020-03-22,0.0615293113909392,,16.842832120510913,12.85194782517852,6.51600626382,4.2467770179532565,2.66596229422602,4.69807588075,6.828525651522567,3.36601978052,1.326011019219822,0.8971790573045658,23.31485001900979,14.25,42.0,55.0,645.0,0.0,1585.0,17.0,61.0,106.0,460.0,33.0,2.0,18.0,111.0,27.0,25.0,42.0,6.0,123.0,21.0,78.0,115.0,2293.0,25.6,,,,,8.199,2020-03-23,97.0,5.0,74.4,31.9,0.84,14.5,6.0,-0.3,43.0,15.7,74.4,1.77,2.1,60.0,46.0,9.0,,,23,37.0,74.0
West Bank and Gaza,2020-03-05,2020-03-26,2020-03-07,2020-03-22,2020-03-29,0.10113219746925277,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,65,67.0,82.0
Zambia,2020-03-18,2020-04-02,2020-03-25,,,0.1045404786784097,,4.0749662907119975,3.8640700453863936,2.82318002045,1.4538817319257866,1.369251971296641,19.0274251943,1.6318586417837146,22.6441215526,4.989168539013408,4.2576784736286495,95.43451612460295,3.67,48.0,13.0,133.0,0.0,1270.0,8.0,23.0,9.0,61.0,21.0,2.0,6.0,128.0,12.0,3.0,165.0,1.0,103.0,0.0,121.0,18.0,1880.0,20.0,0.034,97.0,46.0,13.0,0.9129999999999999,2020-03-20,99.0,5.0,53.6,16.9,2.89,40.4,11.6,0.0,213.0,56.0,53.6,5.49,8.1,2.0,-5.0,,-13.0,93.0,78,85.0,
Zimbabwe,2020-03-20,2020-03-23,,,,0.11130952380952379,0.0,6.560883308573077,4.99863301444352,3.62297014305,2.3777048824986364,0.6812316343798632,17.1073586049,1.90735917308273,25.493061430700003,1.3546358358821855,4.517716811893856,140.88770205568008,7.28,62.0,30.0,171.0,0.0,1295.0,6.0,7.0,19.0,76.0,47.0,2.0,4.0,30.0,27.0,2.0,56.0,2.0,219.0,5.0,272.0,11.0,2002.0,17.0,0.078,80.0,63.0,48.0,0.763,2020-03-24,90.0,5.0,62.3,20.5,1.87,33.6,9.3,-5.0,458.0,30.3,62.3,3.93,15.5,4.0,,,1.0,83.0,80,,
